iata_code,latitude_deg,longitude_deg,iso_region
HRA,50.540199,15.0066,CZ-ST
OSR,49.696301,18.111099,CZ-MO
OLO,49.587712,17.209275,CZ-OL
PED,50.01340103,15.73859978,CZ-PA
PRV,49.4258,17.404699,CZ-OL
PRG,50.100874,14.259911,CZ-PR
BRQ,49.15129852,16.69440079,CZ-JM
VOD,50.216599,14.3958,CZ-ST
ZBE,49.928258,18.075557,CZ-MO
TLV,32.011398,34.8867,IL-M
BEV,31.28700066,34.72299957,IL-D
ETM,29.727009,35.014116,IL-D
EIY,30.62170029,35.20330048,IL-D
LLH,15.442801,-87.898564,HN-CR
HFA,32.80939865,35.04309845,IL-HA
RPN,32.980999,35.571899,IL-Z
KSW,33.216275,35.59622,IL-Z
LLL,-16.661,128.594,AU-WA
MTZ,31.328199,35.388599,IL-D
VTM,31.20829964,35.01229858,IL-D
VDA,29.9403,34.935799,IL-D
MIP,30.7761,34.666698,IL-D
YOT,29.901111,35.0675,IL-D
GZM,36.027199,14.2728,MT-62
MLA,35.857498,14.4775,MT-25
LMV,5.457545,73.370261,MV-03
LMZ,-10.7506,40.4702,MZ-P
MCM,43.725798,7.419673,MC-U-A
ANT,47.119621,10.240524,AT-8
HOH,47.384477,9.699776,AT-8
LOM,21.258983,-101.943758,MX-JAL
LOR,31.35580063,-85.75119781,US-AL
GRZ,46.9911,15.4396,AT-6
INN,47.260201,11.344,AT-7
KLU,46.642502,14.3377,AT-2
LNZ,48.2332,14.1875,AT-4
SZG,47.793301,13.0043,AT-5
VIE,48.110298,16.5697,AT-9
SMA,36.97140121,-25.17060089,PT-20
BGC,41.8578,-6.70713,PT-04
BYJ,38.078899,-7.9324,PT-02
CVU,39.671501,-31.1136,PT-20
CAT,38.724998,-9.35523,PT-11
FLW,39.45529938,-31.13139915,PT-20
FAO,37.01440048,-7.965909958,PT-08
GRW,39.09220123,-28.02980042,PT-20
HOR,38.51990128,-28.71590042,PT-20
TER,38.761799,-27.090799,PT-20
FNC,32.697899,-16.7745,PT-30
PDL,37.74119949,-25.69790077,PT-20
PIX,38.554298,-28.441299,PT-20
PRM,37.1493,-8.58396,PT-08
OPO,41.24810028,-8.681389809,PT-13
PXO,33.07339859,-16.35000038,PT-30
LIS,38.7813,-9.13592,PT-11
SJZ,38.665501,-28.1758,PT-20
VRL,41.2743,-7.72047,PT-17
VSE,40.725498,-7.88899,PT-18
BNX,44.941399,17.297501,BA-SRP
OMO,43.28290176,17.84589958,BA-BIH
SJJ,43.8246,18.331499,BA-BIH
TZL,44.458698,18.7248,BA-BIH
ARW,46.176601,21.261999,RO-AR
BCM,46.5219,26.910299,RO-BC
BAY,47.658444,23.464445,RO-MM
BBU,44.503201,26.1021,RO-B
GHV,45.70558,25.522871,RO-BV
CND,44.362202,28.4883,RO-CT
CLJ,46.787425,23.684292,RO-CJ
CSB,45.420142,22.252507,RO-CS
CRA,44.3181,23.888599,RO-DJ
IAS,47.180278,27.620833,RO-IS
OMR,47.02529907,21.90250015,RO-BH
OTP,44.572127,26.103396,RO-IF
SBZ,45.785841,24.086666,RO-SB
SUJ,47.7033,22.8857,RO-SM
SCV,47.6875,26.35409927,RO-SV
TCE,45.0625,28.7143,RO-TL
TGM,46.467701,24.4125,RO-MS
TSR,45.809898,21.3379,RO-TM
GVA,46.238098,6.10895,CH-GE
SIR,46.219166,7.326944,CH-VS
EML,47.092444,8.305184,CH-LU
VIP,46.8432,6.91506,CH-FR
LUG,46.004299,8.91058,CH-TI
BRN,46.912868,7.498512,CH-BE
BXO,46.974444,8.396944,CH-NW
ZRH,47.458056,8.548056,CH-ZH
ACH,47.485001,9.56077,CH-SG
SMV,46.5341,9.88411,CH-GR
ESB,40.128101,32.995098,TR-06
ANK,39.94979858,32.68859863,TR-06
ADA,36.982201,35.280399,TR-01
UAB,37.002102,35.4259,TR-01
AFY,38.726398,30.601101,TR-03
AYT,36.898701,30.800501,TR-07
GZT,36.947201,37.478699,TR-27
KFS,41.314201,33.795799,TR-37
KYA,37.979,32.561901,TR-42
MZH,40.829399,35.521999,TR-05
VAS,39.813801,36.9035,TR-58
ONQ,41.506401,32.0886,TR-67
MLX,38.43529892,38.0909996,TR-44
ASR,38.770401,35.49539948,TR-38
TJK,40.32472,36.39056,TR-60
DNZ,37.78559875,29.70129967,TR-20
NAV,38.7719,34.5345,TR-50
ISL,40.971913,28.823714,TR-34
CII,37.815389,27.887566,TR-09
BZI,39.619301,27.926001,TR-10
BDM,40.318001,27.977699,TR-10
CKZ,40.13769913,26.42679977,TR-17
ESK,39.7841,30.5821,TR-26
ADB,38.2924,27.157,TR-35
IGL,38.513,27.010099,TR-35
USQ,38.681499,29.471701,TR-64
KCO,40.735001,30.0833,TR-41
YEI,40.255199,29.562599,TR-16
DLM,36.71310043,28.79249954,TR-48
TEQ,41.13819885,27.91909981,TR-59
BXN,37.140099,27.669701,TR-48
AOE,39.809898,30.5194,TR-26
KZR,39.113079,30.128111,TR-43
EZS,38.597974,39.28348,TR-23
OGU,40.966872,38.085995,TR-52
DIY,37.893902,40.201,TR-21
ERC,39.71020126,39.52700043,TR-24
ERZ,39.956501,41.1702,TR-25
KSY,40.56219864,43.11500168,TR-36
TZX,40.995098,39.7897,TR-61
VAN,38.46820068,43.33229828,TR-65
BAL,37.92900085,41.11660004,TR-72
MSR,38.74779892,41.66120148,TR-49
SXZ,37.97890091,41.8404007,TR-56
NOP,42.018313,35.071774,TR-57
KCM,37.53882599,36.95352173,TR-46
AJI,39.655642,43.025742,TR-04
ADF,37.7314,38.468899,TR-02
MQM,37.22330093,40.63169861,TR-47
GNY,37.445663,38.895592,TR-63
IGD,39.976627,43.876648,TR-76
BGG,38.860131,40.594489,TR-12
NKT,37.3647,42.0582,TR-73
YKO,37.5497,44.2381,TR-30
HTY,36.362778,36.282223,TR-31
COV,36.890908,35.070522,TR-33
LTF,-2.8337,141.6257,PG-SAN
IZM,37.950699,27.329,TR-35
ISE,37.8554,30.368401,TR-32
EDO,39.5546,27.0138,TR-10
BJV,37.250599,27.664301,TR-48
GZP,36.299217,32.300598,TR-07
SZF,41.253988,36.567546,TR-55
SAW,40.898602,29.3092,TR-34
GKD,40.204498,25.883302,TR-17
IST,41.261297,28.741951,TR-34
RZV,41.179766,40.848802,TR-53
BZY,47.837666,27.781108,MD-RS
RMO,46.9277,28.931,MD-CU
LWA,6.6739,124.0581,PH-SUK
OHD,41.18,20.7423,MK-003
SKP,41.958087,21.622581,MK-008
GIB,36.151199,-5.34966,GI-U-A
BCQ,27.653,14.272,LY-SH
DNF,32.542,22.745001,LY-DR
BEG,44.818401,20.309099,RS-00
IVG,42.8390007,19.86199951,ME-03
BJY,44.935299,20.2575,RS-00
KVO,43.817519,20.586662,RS-18
INI,43.337009,21.85451,RS-20
TGD,42.359402,19.2519,ME-16
TIV,42.40470123,18.72330093,ME-19
UZC,43.898899,19.697701,RS-16
LZG,31.50191,106.034417,CN-51
BTS,48.1702,17.2127,SK-BL
KSC,48.663101,21.2411,SK-KI
LUE,48.339401,19.7358,SK-BC
PZY,48.62519836,17.82839966,SK-TA
POV,49.02970123,21.31559944,SK-PV
SLD,48.63779831,19.13409996,SK-BC
TAT,49.073601,20.2411,SK-PV
ILZ,49.233292,18.613386,SK-ZI
DRU,46.621599,-113.201751,US-MT
GLN,29.026699,-10.0503,MA-10
UWA,42.2820015,-72.21479797,US-MA
MAP,-10.290833,149.519167,PG-CPM
GDT,21.4445,-71.142303,TC-GT
MDS,21.82602,-71.8025,TC-MC
NCA,21.916094,-71.942954,TC-NC
PIC,21.874661,-72.090573,TC-PN
PLS,21.773697,-72.268321,TC-PR
XSC,21.515699,-71.528503,TC-SC
SLX,21.33300018,-71.19999695,TC-SL
BRX,18.25149918,-71.12039948,DO-04
CBJ,17.92900085,-71.64479828,DO-16
AZS,19.269259,-69.737405,DO-20
COZ,18.907499,-70.721901,DO-13
JBQ,18.57250023,-69.98560333,DO-01
LRM,18.452222,-68.911111,DO-12
PUJ,18.5674,-68.363403,DO-11
POP,19.7579,-70.57,DO-18
SDQ,18.42970085,-69.66889954,DO-01
STI,19.40609932,-70.60469818,DO-25
MDV,1.0085,10.7552,GQ-CS
LIZ,46.950401,-67.885902,US-ME
MEF,11.060192,17.944495,TD-GR
NKO,-16.594919,44.453654,MG-M
RLR,-22.645343,45.323914,MG-U
DOA,-14.36810017,49.51079941,MG-D
CBV,15.469,-90.4067,GT-AV
CMM,17.461201,-90.053703,GT-PE
CTF,14.6942,-91.8825,GT-QZ
GUA,14.5833,-90.527496,GT-GU
HUG,15.316667,-91.505556,GT-HU
MGI,28.323,-96.464,US-TX
MGP,-4.147,153.0186,PG-NIK
PBR,15.7309,-88.583801,GT-IZ
PKJ,15.9975,-90.741699,GT-QC
PON,16.32579994,-89.41609955,GT-PE
AQB,15.0122,-91.150597,GT-QC
AAZ,14.8656,-91.501999,GT-QZ
RUV,15.992,-90.445297,GT-AV
LCF,15.668363,-88.961763,GT-IZ
RER,14.521431,-91.697001,GT-RE
GSJ,13.9362,-90.8358,GT-ES
FRS,16.913799,-89.866402,GT-PE
UJE,8.92806,165.761993,MH-UJA
AIM,10.2168,169.983002,MH-ALK
AUL,8.14528,171.173004,MH-AUR
BII,11.5225,165.565002,MH-BIK
EBN,9.330559731,166.8200073,MH-KWA
JAT,7.749775,168.977838,MH-JAB
JEJ,7.565350056,168.9620056,MH-ALL
LIK,9.82316,169.307999,MH-LIK
LML,8.92111,166.264999,MH-LAE
MAV,8.70444,171.229996,MH-MAL
MJB,10.283302,170.869,MH-MEJ
MJE,8.163362,168.173862,MH-NMU
NDK,5.633005,168.125631,MH-NMK
RNP,11.1572,166.886993,MH-RON
TIC,7.121768,171.911584,MH-ARN
UIT,5.909213,169.637256,MH-JAL
WJA,7.450833,168.55,MH-ALL
WTE,9.458333,170.238611,MH-WTJ
WTO,10.1733,166.003006,MH-WTN
AHS,15.4722,-84.352203,HN-GD
BHG,15.7631,-84.543602,HN-GD
LUI,15.033192,-86.692334,HN-OL
CYL,15.445556,-86.675278,HN-YO
CDD,15.316667,-83.591667,HN-GD
OAN,15.505556,-86.574722,HN-YO
CAA,14.875,-85.776108,HN-OL
GAC,14.573492,-88.595801,HN-LE
IRN,15.93916702,-85.13722229,HN-CL
JUT,14.65260029,-86.22029877,HN-OL
LCE,15.7425,-86.852997,HN-AT
LEZ,14.291111,-88.175003,HN-IN
SAP,15.4526,-87.923599,HN-CR
LMH,15.856066,-85.443978,HN-CL
MHN,42.042155,-101.059113,US-NE
GJA,16.4454,-85.906601,HN-IB
PCH,15.955,-84.941391,HN-GD
PEU,15.2622,-83.781197,HN-GD
RTB,16.316799,-86.523003,HN-IB
RUY,14.914885,-89.007837,HN-CP
XPL,14.3824,-87.621201,HN-CM
TEA,15.7759,-87.4758,HN-AT
TGU,14.0609,-87.217201,HN-FM
TJI,15.926599,-85.938573,HN-CL
TCF,15.659722,-85.994164,HN-CL
SCD,14.90719986,-87.26339722,HN-YO
UII,16.1131,-86.880302,HN-IB
ORO,15.1275,-87.135,HN-YO
MIZ,-14.0533,134.0942,AU-NT
MJJ,-5.7181,145.2404,PG-MPM
MJS,-17.3087,37.5,MZ-Q
OCJ,18.404079,-76.969754,JM-05
KIN,17.93569946,-76.78749847,JM-01
MBJ,18.5037,-77.913399,JM-08
POT,18.19879913,-76.53450012,JM-04
NEG,18.341712,-78.334164,JM-09
KTP,17.98859978,-76.82379913,JM-02
MIJ,6.084754,171.731419,MH-MIL
HEB,17.63332939,95.46669769,MM-07
TZM,21.155716,-88.172918,MX-YUC
ACA,16.757126,-99.753113,MX-GRO
NTR,25.865601,-100.237,MX-NLE
AGU,21.699589,-102.318372,MX-AGU
HUX,15.774909,-96.260319,MX-OAX
CNA,31.06615,-110.097878,MX-SON
CVJ,18.833922,-99.261818,MX-MOR
ACN,29.333662,-101.100555,MX-COA
CME,18.65369987,-91.7990036,MX-CAM
NCG,30.3974,-107.875,MX-CHH
CUL,24.76504,-107.475228,MX-SIN
CTM,18.504985,-88.328018,MX-ROO
CEN,27.39259911,-109.8330002,MX-SON
CJT,16.176701,-92.050598,MX-CHP
CPE,19.81679916,-90.50029755,MX-CAM
CJS,31.63610077,-106.4290009,MX-CHH
CZA,20.6413,-88.446198,MX-YUC
CUU,28.7029,-105.964996,MX-CHH
CVM,23.70330048,-98.95649719,MX-TAM
CYW,20.545998,-100.886539,MX-GUA
CZM,20.514922,-86.928538,MX-ROO
CUA,25.053801,-111.614998,MX-BCS
MMC,22.738957,-99.018516,MX-TAM
DGO,24.125468,-104.527938,MX-DUR
TPQ,21.419833,-104.842472,MX-NAY
ESE,31.795175,-116.60265,MX-BCN
GDL,20.523342,-103.310108,MX-JAL
GYM,27.96899986,-110.9250031,MX-SON
GUB,28.0261,-114.024002,MX-BCN
TCN,18.49722,-97.42011,MX-PUE
HMO,29.093527,-111.049891,MX-SON
CLQ,19.277,-103.577002,MX-COL
ISJ,21.245962,-86.740365,MX-ROO
SLW,25.544145,-100.930195,MX-COA
IZT,16.445961,-95.093708,MX-OAX
JAL,19.475107,-96.797008,MX-VER
AZP,19.574155,-99.291183,MX-MEX
LZC,18.001672,-102.220316,MX-MIC
LMM,25.685447,-109.081055,MX-SIN
BJX,20.992695,-101.480284,MX-GUA
LAP,24.072701,-110.362,MX-BCS
LTO,25.98920059,-111.3479996,MX-BCS
MAM,25.76989937,-97.52529907,MX-TAM
MID,20.930485,-89.645462,MX-YUC
MUG,26.905347,-111.970725,MX-BCS
MXL,32.630629,-115.242805,MX-BCN
MLM,19.849899,-101.025002,MX-MIC
MTT,18.103399,-94.580704,MX-VER
LOV,26.9557,-101.470001,MX-COA
MEX,19.435137,-99.071328,MX-DIF
MTY,25.778521,-100.106989,MX-NLE
MZT,23.161474,-106.264572,MX-SIN
NOG,31.225756,-110.976934,MX-SON
NLD,27.443899,-99.570503,MX-TAM
OAX,17.000814,-96.72197,MX-OAX
PAZ,20.60269928,-97.46080017,MX-VER
PBC,19.158465,-98.371582,MX-PUE
PPE,31.351987,-113.305177,MX-SON
PDS,28.627873,-100.53524,MX-COA
PCO,23.575011,-109.535826,MX-BCS
UPN,19.3967,-102.039001,MX-MIC
PQM,17.533153,-92.015484,MX-CHP
PVR,20.679913,-105.254391,MX-JAL
PXM,15.876808,-97.0891,MX-OAX
QRO,20.6173,-100.185997,MX-QUE
REX,26.0089,-98.2285,MX-TAM
SJD,23.151919,-109.720731,MX-BCS
SFH,30.93006,-114.808459,MX-BCN
NLU,19.7357,-99.0257,MX-MEX
SLP,22.25429916,-100.9309998,MX-SLP
SCX,16.212601,-95.201599,MX-OAX
TRC,25.5683,-103.411003,MX-COA
TGZ,16.56360054,-93.02249908,MX-CHP
TIJ,32.541043,-116.969976,MX-BCN
TQO,20.172098,-87.660272,MX-ROO
TAM,22.29640007,-97.86589813,MX-TAM
TSL,22.0383,-98.806502,MX-SLP
TLC,19.3369,-99.56583,MX-MEX
TAP,14.794549,-92.369871,MX-CHP
TUY,20.227301,-87.438203,MX-ROO
CUN,21.039444,-86.874304,MX-ROO
MMV,-1.39139,144.17131,PG-MRL
VSA,17.997,-92.817398,MX-TAB
VER,19.14590073,-96.18730164,MX-VER
ZCL,22.8971,-102.686996,MX-ZAC
ZIH,17.601771,-101.460629,MX-GRO
ZMM,20.045,-102.276001,MX-MIC
ZLO,19.1448,-104.558998,MX-COL
BEF,11.991,-83.774101,NI-AS
BZA,14.031524,-84.624311,NI-AN
ECI,11.427542,-86.033361,NI-RI
RNI,12.174785,-83.059445,NI-AS
MGA,12.14150047,-86.16819763,NI-MN
MNP,-1.550403,145.017504,PG-MRL
PUZ,14.0472002,-83.38670349,NI-AN
RFS,13.88969994,-84.4088974,NI-AN
NCR,11.13556,-84.768727,NI-SJ
SIU,13.727222,-84.777779,NI-AN
WSP,14.7392,-83.969398,NI-AN
MOH,-2.201143,121.662884,ID-ST
MOS,64.694116,-162.060699,US-AK
BOC,9.34085,-82.250801,PA-1
CTD,7.98784,-80.409837,PA-6
CHX,9.458962,-82.515062,PA-1
DAV,8.391,-82.434998,PA-4
ONX,9.35664,-79.867401,PA-3
BLB,8.91479,-79.599602,PA-10
MPI,9.1851,-77.9841,PA-GY
JQE,7.51778,-78.157204,PA-5
PAC,8.97334,-79.555603,PA-8
PUE,8.668813,-77.417399,PA-GY
PDM,7.534801,-80.043347,PA-7
SYP,8.085599899,-80.94529724,PA-9
RIH,8.375880241,-80.12789917,PA-2
PTY,9.07136,-79.383499,PA-8
PVE,9.559212,-78.946631,PA-GY
NBL,9.273476,-78.139848,PA-GY
FON,10.469311,-84.579073,CR-A
BAI,9.163949,-83.330171,CR-P
BCL,10.7687,-83.585602,CR-L
TTQ,10.569,-83.5149,CR-L
OTR,8.60156,-82.968754,CR-P
JAP,9.98141,-84.772697,CR-P
PLD,9.87051,-85.4814,CR-G
DRK,8.71889019,-83.64170074,CR-P
FMG,10.41860008,-85.78269958,CR-G
GLF,8.65401,-83.182198,CR-P
GPL,10.21720028,-83.79699707,CR-L
PBP,9.85611,-85.370796,CR-G
LIR,10.5933,-85.544403,CR-G
LSL,11.0353,-84.7061,CR-A
LIO,9.957960129,-83.02200317,CR-L
CSC,10.4307003,-85.17459869,CR-G
NCT,10.1394,-85.445801,CR-G
NOB,9.976490021,-85.65299988,CR-G
SJO,9.99386,-84.208801,CR-A
PJM,8.533329964,-83.30000305,CR-P
PMZ,8.95103,-83.468597,CR-P
SYQ,9.95705,-84.139801,CR-SJ
XQP,9.44316,-84.129799,CR-P
RFR,10.32740021,-83.88760376,CR-H
IPZ,9.348676,-83.712301,CR-SJ
TOO,8.826971,-82.958922,CR-P
MRT,-14.818133,133.700594,AU-NT
TNO,10.3135004,-85.81549835,CR-G
TMU,9.739307,-85.016199,CR-P
UPL,10.8922,-85.016197,CR-A
MSB,18.0696,-63.087,MF-U-A
SAL,13.4409,-89.055702,SV-PA
ILS,13.6995,-89.119904,SV-SS
JCO,36.01007,14.347306,MT-13
CYA,18.271099,-73.7883,HT-SD
CAP,19.726734,-72.199576,HT-ND
MTX,64.80680084,-147.7619934,US-AK
JAK,18.2411,-72.518501,HT-SE
JEE,18.663099,-74.170303,HT-GA
PAP,18.580023,-72.292596,HT-OU
PAX,19.934045,-72.84801,HT-NO
MTU,-13.1218996,39.05279922,MZ-P
AHG,-10.3731,56.609798,MU-AG
BCA,20.36529922,-74.5062027,CU-14
BWW,22.6213,-79.147202,CU-07
BYM,20.3964,-76.621399,CU-12
AVI,22.0271,-78.789597,CU-08
CCC,22.46100044,-78.32839966,CU-08
CFG,22.14999962,-80.41419983,CU-06
CYO,21.61650085,-81.54599762,CU-99
CMW,21.42029953,-77.84750366,CU-09
SCU,19.96980095,-75.83540344,CU-13
NBW,19.9065,-75.2071,CU-14
GAO,20.0853,-75.158302,CU-14
HAV,22.98920059,-82.40910339,CU-03
HOG,20.78560066,-76.31510162,CU-11
VRO,23.124001,-81.301598,CU-04
LCL,22.3361,-83.641899,CU-01
UMA,20.242374,-74.148268,CU-14
MJG,22.23080063,-79.06220245,CU-07
MOA,20.65390015,-74.92220306,CU-11
MZO,20.288605,-77.087545,CU-12
GER,21.83469963,-82.78379822,CU-99
UPB,23.032801,-82.579399,CU-15
SNU,22.492201,-79.943604,CU-05
SNJ,22.100525,-84.157376,CU-01
SZJ,21.6425,-82.955101,CU-99
USS,21.9704,-79.442703,CU-07
TND,21.7883,-79.9972,CU-07
VRA,23.034401,-81.435303,CU-04
VTU,20.9876,-76.935799,CU-10
FMT,0.192647,73.196755,MV-28
MUM,2.911389,73.583611,MV-12
CYB,19.687,-79.882797,KY-CB
LYB,19.660161,-80.088826,KY-LC
GCM,19.292801,-81.357697,KY-GC
MWR,-24.1903,31.3864,ZA-MP
MWU,-1.45,149.7,PG-NIK
AJS,26.7272,-113.558998,MX-BCS
AZG,19.093399,-102.393997,MX-MIC
PCM,20.622499,-87.082199,MX-ROO
PCV,27.069201,-111.961998,MX-BCS
SGM,27.296473,-112.938809,MX-BCS
UAC,32.445301,-114.797997,MX-SON
XAL,27.039,-108.949021,MX-SON
MXC,37.93243,-109.341225,US-UT
GTK,2.64118,102.89297,MY-01
LBP,3.202138,115.401811,MY-13
SPT,5.083333015,115.5500031,MY-12
MAY,24.287701,-77.684601,BS-SA
ASD,24.697901,-77.795601,BS-NS
TZN,24.158701,-77.589798,BS-SA
MHH,26.510711,-77.084262,BS-CO
SAQ,25.05380058,-78.0490036,BS-NS
AXP,22.441799,-73.970901,BS-AK
TCB,26.74530029,-77.39129639,BS-CO
WKR,27.259656,-78.400455,BS-NO
CCZ,25.417101,-77.880898,BS-NS
GHC,25.7383,-77.840103,BS-BY
BIM,25.69989967,-79.26470184,BS-BI
ATC,24.6294,-75.673797,BS-CI
TBI,24.3153,-75.452301,BS-CI
CXY,25.554425,-79.275404,BS-BI
CRI,22.7456,-74.182404,BS-CK
PWN,22.8297,-74.3461,BS-CK
GGT,23.562599,-75.877998,BS-EX
ELH,25.47489929,-76.6835022,BS-HI
GHB,25.2847,-76.331001,BS-CE
NMC,24.594299,-76.820198,BS-EX
RSD,24.89507873,-76.17688179,BS-SE
TYM,24.1691,-76.439102,BS-EX
FPO,26.55870056,-78.69560242,BS-FP
WTD,26.685301,-78.974998,BS-WG
IGA,20.975,-73.666901,BS-IN
MYK,61.335701,-142.686996,US-AK
LGI,23.17900085,-75.09359741,BS-LI
SML,23.582317,-75.268621,BS-LI
MYG,22.379499,-73.013494,BS-MG
NAS,25.039,-77.466202,BS-NP
DCT,22.181801,-75.7295,BS-RI
RCY,23.68344,-74.836302,BS-RC
MYS,3.5623,39.0433,ET-OR
ZSA,24.063299,-74.524002,BS-SS
NTC,-21.61499977,35.33800125,MZ-I
TGS,-24.52059937,32.96530151,MZ-G
BZE,17.539951,-88.303556,BZ-BZ
MZE,17.27846,-89.0238,BZ-CY
CYD,17.104872,-89.101129,BZ-CY
PLJ,16.536957,-88.361511,BZ-SC
IMI,7.005553,171.656959,MH-ARN
BQI,-18.11848,21.623296,NA-KE
AIT,-18.8309,-159.764008,CK-U-A
AIU,-19.96780014,-158.1190033,CK-U-A
MGS,-21.895987,-157.906662,CK-U-A
MHX,-10.3767,-161.001999,CK-U-A
MUK,-20.13610077,-157.3450012,CK-U-A
MOI,-19.842501,-157.703003,CK-U-A
PZK,-10.9145,-165.8393,CK-U-A
PYE,-9.01437,-158.03241,CK-U-A
RAR,-21.2027,-159.806,CK-U-A
EPG,40.86750031,-96.11000061,US-NE
ICI,-17.74329948,-179.3419952,FJ-E
CST,-17.7358,177.129,FJ-W
NAN,-17.7553997,177.4429932,FJ-W
PTF,-17.778448,177.196996,FJ-W
RBI,-16.5337,179.9757,FJ-N
KDV,-19.05809975,178.1569977,FJ-E
MNF,-17.672844,177.0985,FJ-W
MFJ,-18.56669998,179.951004,FJ-E
SUV,-18.04330063,178.5590057,FJ-C
LEV,-17.71109962,178.7590027,FJ-E
PHR,-18.2553,178.0492,FJ-C
NGI,-18.11560059,179.3399963,FJ-E
LUC,-16.7481,-179.667007,FJ-N
LKB,-18.19919968,-178.8170013,FJ-E
LBS,-16.4667,179.339996,FJ-N
TVU,-16.690599,-179.876999,FJ-N
KXF,-17.3458004,179.4219971,FJ-E
RTA,-12.48250008,177.0709991,FJ-R
SVU,-16.803394,179.340587,FJ-N
KAY,-17.61700058,179.0169983,FJ-E
ONU,-20.6589,-178.7411,FJ-E
YAS,-16.7589,177.544998,FJ-W
EUA,-21.37829971,-174.9579926,TO-01
TBU,-21.24119949,-175.1499939,TO-04
HPA,-19.77700043,-174.3410034,TO-02
NFO,-15.570603,-175.631283,TO-03
NTT,-15.977297,-173.791089,TO-03
VAV,-18.58530045,-173.9620056,TO-05
TTL,-16.966,177.368,FJ-W
VBV,-17.2689991,-178.9759979,FJ-E
VTF,-18.51250076,177.6390076,FJ-W
PHG,4.846111,7.021389,NG-RI
ABF,1.79861,173.041,KI-G
BEZ,-1.35472,176.007004,KI-G
FUN,-8.525,179.195999,TV-FUN
KUC,0.218611,173.442001,KI-G
MNK,1.00361,173.031006,KI-G
MZK,2.05861,173.270996,KI-G
MTK,3.37444,172.992004,KI-G
NIG,-1.314440012,176.4100037,KI-G
OOT,-1.79611,175.526001,KI-G
TRW,1.38164,173.147003,KI-G
AEA,0.490759,173.830287,KI-G
TBF,-1.22447,174.776001,KI-G
TMN,-2.48583,175.970001,KI-G
NON,-0.639722,174.427994,KI-G
AIS,-2.616233,176.802209,KI-G
TSU,-1.47444,175.063995,KI-G
BBG,3.08583,172.811005,KI-G
AAK,0.185278,173.636993,KI-G
NIK,13.052014,-12.727162,SN-TC
NIN,60.020199,-151.589005,US-AK
IUE,-19.07903099,-169.9255981,NU-U-A
NJJ,49.236372,125.337052,CN-23
NKD,-3.822249,137.839208,ID-PT
NLH,27.5403,100.7593,CN-53
FUT,-14.311565,-178.066492,WF-U-A
WLS,-13.23830032,-176.1990051,WF-U-A
HBB,32.7668,-103.209,US-NM
NND,-11.073,39.68,MZ-P
NOM,-6.294,142.234167,PG-WPD
NOO,-9.254455,147.621352,PG-CPM
PHH,28.1838,84.0147,NP-P4
NPG,-6.1454,143.4531,PG-SHM
NRY,-16.0442,129.2638,AU-NT
OFU,-14.1844,-169.669998,AS-MA
AAU,-13.505132,-172.627888,WS-VS
APW,-13.82999992,-172.0079956,WS-AA
FGI,-13.849167,-171.739866,WS-TU
FTI,-14.216131,-169.423771,AS-MA
MXS,-13.7423,-172.257996,WS-PA
PPG,-14.331,-170.710007,AS-WT
PPT,-17.553699,-149.606995,PF-U-A
RMT,-22.63725,-152.8059,PF-U-A
RUR,-22.4340992,-151.3609924,PF-U-A
TUB,-23.36540031,-149.5240021,PF-U-A
RVV,-23.885201,-147.662003,PF-U-A
AAA,-17.3526,-145.509995,PF-U-A
FGU,-15.820044,-140.888071,PF-U-A
TIH,-15.1196,-148.231003,PF-U-A
APK,-15.5736,-146.414993,PF-U-A
REA,-18.46652,-136.43855,PF-U-A
FAV,-16.05410004,-145.6569977,PF-U-A
HHZ,-17.548297,-142.612037,PF-U-A
XMH,-14.4368,-146.0700073,PF-U-A
GMR,-23.07990074,-134.8899994,PF-U-A
KKR,-15.6633,-146.884995,PF-U-A
MKP,-16.5839,-143.658005,PF-U-A
NAU,-14.177397,-141.266112,PF-U-A
TKV,-17.355226,-138.44734,PF-U-A
PKP,-14.80955,-138.812621,PF-U-A
PUK,-18.295726,-137.016291,PF-U-A
TKP,-14.70950031,-145.2460022,PF-U-A
AXR,-15.2482996,-146.6170044,PF-U-A
MVT,-14.86810017,-148.7169952,PF-U-A
NUK,-19.284613,-138.768367,PF-U-A
ZTA,-20.784262,-138.56796,PF-U-A
AHE,-14.42809963,-146.2570038,PF-U-A
KHZ,-15.780622,-145.128443,PF-U-A
FAC,-16.68657,-145.329394,PF-U-A
FHZ,-15.992259,-140.164246,PF-U-A
RKA,-15.485673,-145.464778,PF-U-A
TJN,-15.857434,-142.266469,PF-U-A
NIU,-16.119296,-146.368768,PF-U-A
RRR,-16.050485,-142.476568,PF-U-A
TKX,-14.45580006,-145.0249939,PF-U-A
KXU,-16.339681,-144.407966,PF-U-A
NKP,-20.700054,-143.045933,PF-U-A
NHV,-8.7956,-140.229004,PF-U-A
AUQ,-9.768790245,-139.0110016,PF-U-A
UAP,-9.35167,-140.078003,PF-U-A
UAH,-8.936228,-139.554062,PF-U-A
BOB,-16.44440079,-151.7510071,PF-U-A
TTI,-17.015095,-149.589372,PF-U-A
RGI,-14.95429993,-147.6609955,PF-U-A
HUH,-16.687084,-151.021593,PF-U-A
MOZ,-17.48979,-149.761777,PF-U-A
HOI,-18.0748,-140.945999,PF-U-A
