iata_code,latitude_deg,longitude_deg,iso_region
BGU,4.784999847,22.78100014,CF-MB
IRO,10.23639965,22.71689987,CF-VR
BBY,5.847012,20.64992,CF-UK
NDL,8.427206039,20.63515663,CF-BB
BOP,5.958000183,15.63700008,CF-NM
BIV,6.527780056,21.98940086,CF-HK
BSN,6.492000103,17.42900085,CF-AC
BBT,4.221580029,15.78639984,CF-HS
ODA,8.010560036,22.39859962,CF-HK
AIG,6.519999981,23.26000023,CF-HK
IMO,5.002226,25.101857,CF-HM
MKI,5.333010197,25.93190002,CF-HM
BTG,7.314109802,18.30879974,CF-AC
GDI,9.581117,21.728172,CF-BB
BMF,5.693999767,22.8010006,CF-MB
ODJ,8.899999619,22.78300095,CF-VR
RFA,4.988609791,23.92779922,CF-MB
BCF,6.517000198,18.2670002,CF-AC
BOZ,6.344170094,16.32189941,CF-OP
NBN,-1.408615,5.624163,GQ-AN
BSG,1.90547,9.80568,GQ-LI
GEM,1.685334,11.024394,GQ-WN
SSG,3.755270004,8.708720207,GQ-BN
ASI,-7.9696,-14.3937,SH-AC
HLE,-15.957725,-5.645943,SH-SH
MRU,-20.430201,57.683601,MU-GP
RRG,-19.7577,63.361,MU-RO
KVU,-18.215569,177.729767,FJ-W
NKW,-7.31327,72.411102,IO-U-A
KBI,2.873889923,9.977780342,CM-SU
TKC,4.089190006,9.3605299,CM-SW
DLA,4.006080151,9.719479561,CM-LT
MMF,5.70417,9.30639,CM-SW
BLC,5.895277778,10.03388889,CM-NW
KLE,10.0925,14.4456,CM-EN
OUR,4.475,14.3625,CM-ES
GXX,10.3561,15.2372,CM-EN
MVR,10.4513998,14.25739956,CM-EN
FOM,5.63692,10.7508,CM-OU
NGE,7.357009888,13.55920029,CM-AD
BTA,4.54861,13.7261,CM-ES
GOU,9.335889816,13.37010002,CM-NO
DSC,5.45,10.067,CM-OU
BFX,5.536920071,10.35459995,CM-OU
BPC,6.03924,10.1226,CM-NW
EBW,2.875999928,11.18500042,CM-SU
YAO,3.83604,11.5235,CM-CE
NSI,3.72256,11.5533,CM-CE
MMQ,-8.85917,31.336399,ZM-05
CIP,-13.5583,32.5872,ZM-03
CGX,-15.053957,25.985673,ZM-02
JEK,-15.6334,29.6036,ZM-09
CGJ,-12.5728,27.8939,ZM-08
KLB,-14.998818,22.648372,ZM-01
KMZ,-14.8,24.783001,ZM-01
KAA,-10.210169,31.123045,ZM-05
ZKB,-8.525,30.663,ZM-05
LVI,-17.8218,25.822701,ZM-07
LXU,-14.375891,23.248648,ZM-01
LUN,-15.330833,28.452722,ZM-09
MNS,-11.137,28.872601,ZM-04
MFU,-13.25889969,31.93659973,ZM-03
MNR,-15.2545,23.1623,ZM-01
ZGM,-15.9658,25.9333,ZM-07
RYL,-15.724789,29.303541,ZM-09
NLA,-12.961667,28.516667,ZM-08
SXG,-16.113,23.2982,ZM-01
KIW,-12.9005,28.1499,ZM-08
SJQ,-17.47632,24.306089,ZM-01
SLI,-12.17370033,26.36510086,ZM-06
FLT,62.45259857,-157.9889984,US-AK
BBZ,-13.535996,23.10559,ZM-06
ULI,10.0198,139.789993,FM-YAP
HAH,-11.5337,43.2719,KM-G
NWA,-12.2981,43.766399,KM-M
AJN,-12.131047,44.430044,KM-A
DZA,-12.809319,45.281815,YT-U-A
RUN,-20.890087,55.518894,RE-SD
ZSE,-21.319362,55.422506,RE-SR
OHB,-18.9175,48.21819444,MG-A
WML,-20.35539029,45.54337263,MG-U
ATJ,-19.839221,47.063713,MG-T
WAQ,-18.701273,44.614921,MG-M
VVB,-19.83300018,48.79999924,MG-A
TNR,-18.7969,47.478802,MG-T
JVA,-18.80501,45.273467,MG-U
BMD,-19.686701,44.541901,MG-U
ZVA,-19.562799,45.450802,MG-U
MXT,-18.049999,44.033001,MG-M
ILK,-19.58300018,48.8030014,MG-A
TVA,-17.850083,44.920467,MG-M
SMS,-17.093901,49.8158,MG-A
TMM,-18.109501,49.392502,MG-A
WTA,-17.476101,43.972801,MG-M
MOQ,-20.2847,44.3176,MG-U
WTS,-18.759677,46.054065,MG-T
VAT,-19.383333,48.95,MG-A
WAM,-17.795378,48.442583,MG-A
DIE,-12.3494,49.291698,MG-D
WBE,-14.544277,48.691413,MG-M
WMR,-16.1639,49.7738,MG-A
ZWA,-14.65170002,49.62060165,MG-D
AMB,-13.1884,48.987999,MG-D
WBD,-15.19999981,48.48300171,MG-M
WPB,-15.584286,47.623587,MG-M
ANM,-14.9994,50.320202,MG-D
HVA,-14.629514,47.763555,MG-M
MJN,-15.666842,46.351233,MG-M
NOS,-13.3121,48.3148,MG-D
DWB,-16.10169,45.358837,MG-M
WMP,-16.071916,47.642953,MG-M
BPY,-16.74453,44.482484,MG-M
WMN,-15.437742,49.689081,MG-A
SVB,-14.2786,50.174702,MG-D
TTS,-16.751064,47.619016,MG-M
VOH,-13.3758,50.0028,MG-D
WAI,-14.8988,47.9939,MG-M
WMA,-15.845992,48.834718,MG-M
IVA,-13.484816,48.632702,MG-D
WBO,-21.60698376,45.13602018,MG-U
WMD,-21.04630493,44.94041204,MG-U
FTU,-25.038099,46.9561,MG-U
WFI,-21.441601,47.111698,MG-F
RVA,-22.8053,47.820599,MG-F
IHO,-22.4047202,46.16493702,MG-F
MJA,-21.426105,44.316509,MG-U
WVK,-22.119699,48.021702,MG-F
OVA,-24.23569475,45.30452728,MG-U
MNJ,-21.201799,48.358299,MG-F
TDV,-21.70000076,43.73300171,MG-U
MXM,-21.753837,43.374753,MG-U
TLE,-23.3834,43.7285,MG-U
VND,-23.35076659,47.58170128,MG-F
BKU,-23.7329998,44.38899994,MG-U
AMP,-24.699699,44.7342,MG-U
WAK,-22.29644235,44.5315361,MG-U
AZZ,-7.86222,13.1161,AO-BGO
SSY,-6.269899845,14.24699974,AO-ZAI
BUG,-12.609,13.4037,AO-BGU
NBJ,-9.050734,13.499078,AO-LUA
GGC,-14.105106,21.45083,AO-MOX
CAB,-5.596990108,12.18840027,AO-CAB
CFF,-8.78361,17.9897,AO-LNO
PGI,-7.35889,20.804701,AO-LNO
KNP,-9.76937,15.455319,AO-MAL
CBT,-12.4792,13.4869,AO-BGU
CTI,-15.1603,19.156099,AO-CCU
CXM,-8.37361,18.923599,AO-LNO
CAV,-11.8931,22.916239,AO-MOX
FND,6.162443,73.28752,MV-24
DUE,-7.400889874,20.81850052,AO-LNO
VPE,-17.0435009,15.68379974,AO-CNN
NOV,-12.8089,15.7605,AO-HUA
SVP,-12.40460014,16.94739914,AO-BIE
LLT,-12.3712,13.5366,AO-BGU
LBZ,-8.442339,20.732701,AO-LNO
LAD,-8.85837,13.2312,AO-LUA
LZM,-9.115960121,18.04929924,AO-LNO
MEG,-9.525090218,16.31240082,AO-MAL
SPP,-14.6576004,17.71980095,AO-CCU
MSZ,-15.2612,12.1468,AO-NAM
GXG,-7.754509926,15.2876997,AO-UIG
PBN,-10.722,13.7655,AO-CUS
VHC,-9.68907,20.4319,AO-LSU
SZA,-6.141089916,12.37180042,AO-ZAI
NDD,-11.1679,13.8475,AO-CUS
UAL,-10.7158,22.2311,AO-MOX
SDD,-14.92469978,13.57499981,AO-HUI
LUO,-11.7681,19.897699,AO-MOX
UGO,-7.60307,15.0278,AO-UIG
CEO,-11.4264,15.1014,AO-CUS
XGN,-16.7553997,14.96529961,AO-CNN
ARZ,-7.259277,12.862355,AO-ZAI
NZA,-7.716939926,21.35820007,AO-LNO
AKE,-1.139670014,13.90359974,GA-2
BGB,-0.1075,11.9438,GA-6
KDN,-2.4,11.367,GA-4
FOU,-1.278325,10.612497,GA-4
MBC,-1.893056,11.9125,GA-4
MGX,-2.455187,10.9358,GA-5
KDJ,-0.183,10.75,GA-3
KOU,-1.18461,12.4413,GA-7
MJL,-1.84514,11.0567,GA-4
OYE,1.543110013,11.58139992,GA-9
OKN,-0.665214,13.6731,GA-2
LBQ,-0.704389,10.2457,GA-3
MVX,2.152413,12.108044,GA-9
AWE,-0.545,9.444,GA-3
BMM,2.07564,11.4932,GA-9
MFF,-1.526558,13.251332,GA-2
MKB,0.976706,13.968462,GA-6
POG,-0.711739004,8.754380226,GA-8
OMB,-1.57473,9.26269,GA-8
IGE,-1.930801,9.319577,GA-8
MKU,0.579210997,12.89089966,GA-6
LBV,0.458600014,9.412280083,GA-1
MZC,0.783,11.55,GA-9
MVB,-1.656159997,13.43799973,GA-2
LTL,-0.826667,12.7486,GA-7
TCH,-2.88848,10.955429,GA-5
MYB,-3.458372,10.676539,GA-5
FOY,8.3513,-10.2269,LR-LO
PCP,1.66294,7.41174,ST-P
TMS,0.378175,6.71215,ST-01
ANO,-16.18187,39.945217,MZ-N
BEW,-19.7964,34.9076,MZ-S
FXO,-14.815,36.529999,MZ-A
VPY,-19.15130043,33.42900085,MZ-B
IHC,-25.9971447,32.92935181,MZ-L
IBO,-12.350174,40.602297,MZ-P
INH,-23.8764,35.408501,MZ-I
VXC,-13.274,35.2663,MZ-A
LFB,-15.0331,40.6717,MZ-N
MPM,-25.920799,32.572601,MZ-MPM
MUD,-11.6729,39.563099,MZ-P
MZB,-11.3618,40.3549,MZ-P
MNC,-14.4882,40.7122,MZ-N
APL,-15.10560036,39.28179932,MZ-N
POL,-12.993302,40.524867,MZ-P
PDD,-26.826913,32.838444,MZ-L
UEL,-17.85549927,36.86909866,MZ-Q
TET,-16.10479927,33.64020157,MZ-T
VNX,-22.01840019,35.31330109,MZ-I
VJB,-24.892909,33.753024,MZ-G
DES,-5.6967,53.6558,SC-26
SEZ,-4.67434,55.521801,SC-20
FSL,-18.1321,125.7873,AU-WA
PRI,-4.319256,55.691561,SC-14
BDI,-3.723683,55.206106,SC-15
DEI,-3.802067,55.667439,SC-15
FRK,-4.582785,55.944928,SC-15
SRH,9.14444,18.374399,TD-MC
OGR,10.288345,15.379561,TD-ME
AEH,13.847,20.844299,TD-OD
MQQ,8.628503,16.074241,TD-LO
LTC,9.3979,16.3125,TD-TA
ATV,13.239778,18.315893,TD-BA
NDJ,12.1337,15.034,TD-ND
BKR,12.385511,17.070989,TD-HL
OTC,13.443574,14.739254,TD-LC
MVO,12.17048,18.675642,TD-GR
AMC,11.0340004,20.27400017,TD-SA
PLF,9.37806,14.925,TD-MO
OUT,10.483,16.716999,TD-CB
AMO,14.1456,15.3144,TD-KA
FYT,17.917101,19.111099,TD-BO
FUB,-6.1518,150.6264,PG-WBK
BZH,-16.816485,28.344786,ZW-MW
BUQ,-20.021254,28.626296,ZW-BU
CHJ,-20.206699,32.6283,ZW-MA
BFO,-21.008101,31.5786,ZW-MV
VFA,-18.09589958,25.8390007,ZW-MN
HRE,-17.931801,31.0928,ZW-HA
KAB,-16.5198,28.885,ZW-MW
MJW,-21.231,32.3336,ZW-MA
UTA,-18.99749947,32.62720108,ZW-MA
MVZ,-20.0553,30.8591,ZW-MV
GWE,-19.436718,29.861945,ZW-MI
HWN,-18.6299,27.021,ZW-MN
WKI,-18.362967,26.519791,ZW-MN
CEH,-10.55,33.799999,MW-RU
BLZ,-15.67910004,34.97399902,MW-BL
CMK,-14.306483,35.131477,MW-MG
DWA,-12.517527,34.131877,MW-NK
KGJ,-9.953571,33.893264,MW-KR
KBQ,-13.0146,33.468601,MW-KS
LLW,-13.7894,33.780998,MW-LI
LIX,-12.079787,34.736253,MW-LK
MYZ,-14.08360004,34.91970062,MW-MG
LMB,-13.755893,34.584188,MW-SA
ZZU,-11.4447,34.011799,MW-MZ
LEF,-29.8908,28.6556,LS-H
LRB,-28.8556,28.052799,LS-C
LES,-29.755583,28.357054,LS-F
MSG,-29.840562,28.77668,LS-K
MFC,-29.8011,27.243601,LS-E
MKH,-29.281799,29.0728,LS-J
MSU,-29.462299,27.5525,LS-A
NKU,-30.02169991,28.19689941,LS-F
PEL,-29.088056,28.497222,LS-C
UTG,-30.407499,27.6933,LS-G
UNE,-30.1117,28.6719,LS-H
SHK,-29.731088,28.767945,LS-K
SKQ,-30.0389,28.3703,LS-H
SOK,-29.8386,28.059999,LS-A
SHZ,-29.267599,28.552299,LS-C
THB,-29.5228,28.615801,LS-K
TKO,-29.233,28.882999,LS-J
AIW,-27.995,17.5966,NA-KA
ADI,-22.461875,14.979322,NA-ER
GOG,-22.5044,18.973101,NA-OH
GFY,-19.6022,18.1227,NA-OD
HAL,-19.0285,16.4585,NA-OT
KAS,-28.0297,18.7385,NA-KA
MPA,-17.634258,24.176688,NA-CA
KMP,-26.539801,18.111401,NA-KA
LHU,-18.116495,23.39346,NA-CA
LUD,-26.68740082,15.24289989,NA-KA
MJO,-21.02330017,16.45280075,NA-OD
MQG,-22.0106,17.37,NA-OD
OKU,-18.812799,17.059401,NA-OT
NNI,-18.8064,16.9272,NA-OT
OGV,-19.328533,15.915003,NA-KU
OND,-17.878201,15.9526,NA-ON
OMG,-18.0303,22.189699,NA-KE
OMD,-28.5847,16.446699,NA-KA
OKF,-19.1492,15.9119,NA-KU
OPW,-18.061424,13.85047,NA-KU
OHI,-17.797,15.6993,NA-ON
OTJ,-20.4347,16.660801,NA-OD
NDU,-17.9564991,19.71940041,NA-KE
RHN,-27.8764,16.6478,NA-KA
SWP,-22.6619,14.5681,NA-ER
SZM,-24.5128,15.7467,NA-HA
TCY,-19.9713,13.0249,NA-KU
TSB,-19.26189995,17.73250008,NA-OT
WVB,-22.979332,14.647102,NA-ER
ERS,-22.61219978,17.08040047,NA-KH
WDH,-22.4799,17.4709,NA-KH
FIH,-4.38575,15.4446,CD-KN
NLO,-4.326660156,15.32750034,CD-KN
MNB,-5.930637,12.351334,CD-BC
BOA,-5.854,13.064,CD-BC
LZI,-4.943881,14.123337,CD-BC
MAT,-5.79961,13.4404,CD-BC
NKL,-5.421,14.8169,CD-BC
INO,-1.94722,18.285801,CD-MN
NIO,-2.717453,17.685735,CD-MN
FDU,-3.31132,17.381701,CD-KL
KRZ,-1.499806,18.928456,CD-MN
KKW,-5.03577,18.785601,CD-KL
IDF,-4.970605,19.57867,CD-KL
MSM,-4.783,17.85,CD-KL
MDK,0.022600001,18.2887001,CD-EQ
BSU,1.224789,19.788097,CD-EQ
LIE,3.626584,18.638477,CD-SU
BDT,4.252745,20.975271,CD-NU
GMA,3.23537,19.771299,CD-SU
KLI,4.156991,21.66667,CD-NU
BMB,2.183261,22.479572,CD-MO
LIQ,2.17066,21.496901,CD-MO
BNB,-0.286652,20.883551,CD-TU
IKL,-1.048109,23.372501,CD-TU
FKI,0.481638998,25.33799934,CD-TO
YAN,0.783,24.466999,CD-TO
IRP,2.82761,27.588301,CD-HU
BUX,1.565743,30.220685,CD-IT
BZU,2.818058,24.793997,CD-BU
BKY,-2.30898,28.8088,CD-SK
RUE,0.117142,29.312992,CD-NK
GOM,-1.66617,29.237929,CD-NK
BNC,0.575,29.4739,CD-NK
KND,-2.919179916,25.91539955,CD-MA
KLY,-2.578,26.733999,CD-MA
PUN,-1.390698,26.348146,CD-MA
FBM,-11.59130001,27.53089905,CD-HK
PWO,-8.400768,28.926285,CD-HK
KEC,-10.355228,28.617243,CD-HK
KWZ,-10.7659,25.505699,CD-LU
MNO,-7.28889,27.3944,CD-TA
BDV,-7.08488,29.737072,CD-TA
FMI,-5.87556,29.25,CD-TA
KBO,-6.083,26.917,CD-TA
KOO,-5.393898,26.989932,CD-TA
KMN,-8.728878,24.991407,CD-HL
KAP,-8.371157,22.647457,CD-LU
KNM,-7.599343,24.158592,CD-HL
KGA,-5.90005,22.4692,CD-KC
LZA,-7.189971,22.39254,CD-KC
TSH,-6.43833,20.794701,CD-KS
LJA,-3.462745,23.615162,CD-SA
LBO,-4.96167,23.3783,CD-SA
MEW,-4.855027,21.541786,CD-KS
BAN,-4.315802,20.414891,CD-KS
PFR,-4.329919,20.590124,CD-KS
MJM,-6.121240139,23.56900024,CD-KE
KBN,-6.120761,24.546204,CD-LO
NKA,0.3843,9.75364,GA-1
GIM,-0.02894,11.418021,GA-6
GAX,-2.785278,10.047222,GA-8
BKO,12.5335,-7.94994,ML-2
GUD,16.358426,-3.604536,ML-6
GAQ,16.2484,-0.005456,ML-7
KNZ,12.833,-11.25,ML-1
KTX,12.38300037,-5.467000008,ML-3
KYS,14.482473,-11.39971,ML-1
MZI,14.5128,-4.07956,ML-5
NRM,15.22913,-7.261965,ML-2
NIX,15.2381,-9.57611,ML-1
KSS,11.328611,-5.684722,ML-3
TOM,16.730499,-3.00758,ML-7
EYL,15.123682,-10.571177,ML-1
PZE,50.130376,-5.513946,GB-ENG
FLH,58.825802,-3.14278,GB-SCT
FOA,60.121725,-2.053202,GB-SCT
GBM,3.32294,42.21309,SO-GE
BJL,13.338,-16.652201,GM-W
FUE,28.4527,-13.8638,ES-CN
GMZ,28.0296,-17.2146,ES-CN
VDE,27.8148,-17.8871,ES-CN
SPC,28.626499,-17.7556,ES-CN
LPA,27.9319,-15.3866,ES-CN
ACE,28.945499,-13.6052,ES-CN
TFS,28.0445,-16.5725,ES-CN
GCV,-29.9494,-50.98505,BR-RS
TFN,28.4827,-16.341499,ES-CN
JCU,35.892657,-5.306321,ES-CE
MLN,35.2798,-2.95626,ES-ML
OYC,3.172847,-52.336142,GF-CY
KBS,7.9444,-11.761,SL-S
GBK,7.812535,-12.377815,SL-S
HGS,8.394348,-13.128891,SL-W
KBA,9.638322913,-11.51556015,SL-N
KEN,7.896364,-11.174126,SL-E
FNA,8.61644,-13.1955,SL-N
WYE,8.61047,-11.0454,SL-E
BQE,11.297356,-15.838079,GW-BL
OXB,11.89480019,-15.65369987,GW-BS
GHE,8.0644,-78.3673,PA-5
QCU,68.744273,-52.340369,GL-QK
UCN,5.905503,-10.058262,LR-GB
CPA,4.379020214,-7.696949959,LR-MY
SNI,5.032124,-9.064236,LR-SI
MLW,6.28906,-10.7587,LR-MO
NIA,7.494459,-8.584514,LR-NI
ROB,6.23379,-10.3623,LR-MG
SAZ,4.681845,-8.434668,LR-GK
THC,6.04565,-8.138723,LR-GG
VOI,8.32347,-9.769249,LR-LO
AGA,30.322478,-9.412003,MA-09
TTA,28.44820023,-11.16129971,MA-10
OZG,30.263858,-5.853341,MA-08
UAR,32.514306,-1.983056,MA-02
FEZ,33.927299,-4.97796,MA-03
ERH,31.94750023,-4.398330212,MA-08
MEK,33.879101,-5.51512,MA-03
OUD,34.789558,-1.926041,MA-02
SMW,26.731987,-11.683655,EH-U-A
GMD,33.655399,-7.22145,MA-06
BEM,32.401895,-6.315905,MA-05
RBA,34.051498,-6.75152,MA-04
VIL,23.7183,-15.932,EH-U-A
ESU,31.397499,-9.68167,MA-07
EUN,27.142467,-13.224947,EH-U-A
CMN,33.3675,-7.58997,MA-06
NDR,34.9888,-3.02821,MA-02
RAK,31.606899,-8.0363,MA-07
NNA,34.298901,-6.59588,MA-04
OZZ,30.93910027,-6.909430027,MA-08
AHU,35.177101,-3.83952,MA-01
TTU,35.594299,-5.32002,MA-01
TNG,35.731741,-5.921459,MA-01
GNU,59.117561,-161.575241,US-AK
DSS,14.670878,-17.072829,SN-DK
KDA,12.898604,-14.968322,SN-KD
ZIG,12.5556,-16.281799,SN-ZG
CSK,12.39533,-16.748,SN-ZG
KLC,14.14690018,-16.05130005,SN-FK
DKR,14.7397,-17.4902,SN-DK
MAX,15.5936,-13.3228,SN-MT
POD,16.678155,-14.964957,SN-SL
RDT,16.437816,-15.656376,SN-SL
XLS,16.049814,-16.461039,SN-SL
BXE,14.84729958,-12.46829987,SN-TC
KGG,12.57229996,-12.22029972,SN-TC
SMY,13.04679966,-13.29539967,SN-TC
TUD,13.7368,-13.6531,SN-TC
AEO,16.7112999,-9.637880325,MR-02
OTL,17.52832,-14.71412,MR-06
THI,18.433942,-9.486411,MR-09
TIY,18.570101,-11.4235,MR-09
BGH,16.63331413,-14.20000076,MR-05
KFA,16.59,-11.4062,MR-03
TMD,16.233671,-8.163464,MR-01
EMN,16.622,-7.3166,MR-01
AJJ,19.727998,-14.377214,MR-12
KED,16.1595,-13.5076,MR-04
MOM,17.75,-12.5,MR-05
NKC,18.31,-15.969722,MR-NKC
SEY,15.1796999,-12.20730019,MR-10
THT,17.23157,-10.77923,MR-02
ATR,20.5067997,-13.04319954,MR-07
FGD,22.673551,-12.729262,MR-11
NDB,20.93309975,-17.03000069,MR-08
OUZ,22.757345,-12.482228,MR-11
GRC,4.571,-8.2076,LR-GK
CIQ,14.83092,-89.520938,GT-CQ
DON,17.6124,-89.6884,GT-PE
ENJ,14.106931,-90.817496,GT-ES
PCG,17.26390076,-90.25630188,GT-PE
UAX,17.393888,-89.632744,GT-PE
CKY,9.57689,-13.612,GN-C
GUE,-3.583167,141.5895,PG-SAN
FIG,10.3506,-13.5692,GN-B
FAA,10.03549957,-10.76980019,GN-F
KSI,9.160559654,-10.12440014,GN-F
LEK,11.337512,-12.290869,GN-L
MCA,8.481456,-9.526048,GN-N
NZE,7.810413,-8.702073,GN-N
BKJ,10.9658,-14.2811,GN-B
SBI,12.575315,-13.363349,GN-B
GII,11.399833,-9.18841,GN-K
SID,16.7414,-22.9494,CV-B
NTO,17.20280075,-25.09059906,CV-B
BVC,16.1364994,-22.88890076,CV-B
MMO,15.1559,-23.21369934,CV-S
MTI,15.045,-24.339199,CV-S
RAI,14.941126,-23.484728,CV-S
SFL,14.88500023,-24.47999954,CV-S
SNE,16.588852,-24.284132,CV-B
VXE,16.8332,-25.0553,CV-B
KNN,10.448438,-9.228757,GN-K
BCG,7.640212,-58.961786,GY-BA
BTO,4.217511,-55.447054,SR-SI
DOE,4.005713,-55.481644,SR-SI
ADD,8.97789,38.799301,ET-AA
AMH,6.03939,37.5905,ET-SN
AXU,14.1468,38.7728,ET-TI
BCO,5.783333,36.55,ET-SN
BJR,11.6081,37.321602,ET-AM
BEI,9.38639,34.5219,ET-OR
DSE,11.10975,39.725911,ET-AM
DEM,8.554,34.858002,ET-OR
DBM,10.321501,37.741887,ET-AM
DIR,9.624699593,41.85419846,ET-DD
DBT,11.884808,38.009241,ET-AM
FNH,9.584387,37.377855,ET-OR
GOB,7.119033,40.045166,ET-OR
GNN,7.150000095,40.71699905,ET-OR
GMB,8.12876,34.563099,ET-GA
GDQ,12.5199,37.433998,ET-AM
GDE,5.935130119,43.57860184,ET-SO
GOR,8.1614,35.5529,ET-OR
QHR,8.7163,39.0059,ET-OR
HUE,13.83012,36.88237,ET-TI
JIJ,9.3325,42.9121,ET-SO
JIM,7.666090012,36.8166008,ET-OR
ABK,6.732577,44.241339,ET-SO
LFO,5.657000065,44.34999847,ET-SO
AWA,7.099869,38.396187,ET-XSD
LLI,11.975225,38.980198,ET-AM
MKS,10.7254,38.7415,ET-AM
MQX,13.4674,39.533501,ET-TI
ETE,12.93299961,36.16699982,ET-AM
NDM,9.767,35.099998,ET-OR
MUJ,5.8646,35.7485,ET-SW
MTF,6.9571,35.5547,ET-SW
EGL,5.2897,39.7023,ET-OR
NEJ,9.55,35.466995,ET-OR
NEK,9.034333,36.613154,ET-OR
PWI,11.3126,36.4164,ET-BE
SXU,6.80281,37.68622,ET-OR
SKR,5.6923,38.9764,ET-OR
HIL,6.077545,44.763736,ET-SO
SZE,11.7875,40.9915,ET-AF
ASO,10.01850033,34.5862999,ET-BE
TIE,7.2024,35.415,ET-SW
WRA,6.9724,45.3334,ET-SO
HAZ,-4.4033,145.2056,PG-MPM
BJM,-3.32402,29.318501,BI-BM
GID,-3.417209,29.911308,BI-GI
KRE,-2.544772,30.094575,BI-KI
HBT,6.124043,81.103,LK-3
ALU,11.9582,50.748,SO-BR
BIB,3.10192,43.627137,SO-BY
CXN,11.495627,49.909816,SO-BR
BSY,2.330195,42.311802,SO-GE
HCM,8.104,49.82,SO-NU
BSA,11.275235,49.139231,SO-BR
GSR,9.545975,49.119148,SO-BR
HGA,9.513207,44.082389,SO-WO
BBO,10.385035,44.936723,SO-WO
LGX,3.8124,42.5459,SO-GE
KMU,-0.377353,42.459202,SO-JH
MGQ,2.01444006,45.30469894,SO-BN
BLW,4.766976,45.2388,SO-HI
CMO,5.358003,48.515281,SO-GA
GLK,6.780829906,47.45470047,SO-MU
CMS,10.313889,50.205556,SO-BR
ERA,10.64205055,47.38798141,SO-SA
BUO,9.5275,45.5549,SO-TO
GGR,8.457942,48.567407,SO-NU
JIB,11.5473,43.1595,DJ-DJ
AII,11.146889,42.72,DJ-AS
MHI,11.72975,43.209559,DJ-DJ
OBC,11.96700001,43.26699829,DJ-OB
TDJ,11.787037,42.917376,DJ-TA
EMY,28.090509,30.738738,EG-MN
RDL,30.410714,33.15535,EG-SIN
SQK,31.47201,25.879272,EG-MT
DBB,30.924324,28.46161,EG-MT
AAC,31.078565,33.836791,EG-SIN
ATZ,27.050818,31.016309,EG-AST
HBE,30.93249,29.696437,EG-ALX
ABS,22.367657,31.609962,EG-ASN
CAI,30.111534,31.396694,EG-C
CCE,30.074293,31.84296,EG-C
DAK,25.41116,29.003273,EG-WAD
HRG,27.176776,33.796692,EG-BA
EGH,31.078138,34.153131,EG-SIN
UVL,25.471483,30.588491,EG-WAD
LXR,25.671037,32.706451,EG-LX
RMF,25.555548,34.59245,EG-BA
MUH,31.325464,27.221716,EG-MT
HEO,-9.13658,147.598434,PG-CPM
GSQ,22.584256,28.721609,EG-WAD
PSD,31.279285,32.240582,EG-PTS
SKV,28.684601,34.062681,EG-JS
HMB,26.342515,31.743017,EG-SHG
SSH,27.977272,34.394717,EG-JS
ASW,23.968137,32.824445,EG-ASN
SEW,29.346234,25.505624,EG-MT
SPX,30.108179,30.895728,EG-GZ
TCP,29.594496,34.775752,EG-JS
ELT,28.208964,33.645483,EG-JS
HEY,31.34600067,-85.65429688,US-AL
HGT,35.9935,-121.237,US-CA
ASM,15.29189968,38.91070175,ER-SK
MSW,15.67,39.370098,ER-SK
ASA,13.0718,42.645,ER-DK
TES,15.104322,36.681711,ER-GB
HPV,22.209313,-159.44515,US-HI
WKL,19.920546,-155.860628,US-HI
JUB,4.87201,31.601101,SS-EC
ASV,-2.645050049,37.25310135,KE-700
HKB,63.9958,-144.6926,US-AK
EDL,0.404457986,35.23889923,KE-700
EYS,3.23635,35.97664,KE-700
KLK,3.49161,35.836777,KE-700
GAS,-0.463508,39.6483,KE-500
HOA,-1.522,40.004002,KE-300
NBO,-1.319239974,36.92779922,KE-110
KEU,-1.586345,35.257455,KE-700
GGM,0.271342009,34.78730011,KE-900
KIS,-0.086139001,34.72890091,KE-600
ILU,-2.91061,38.065201,KE-300
KEY,-0.3899,35.242093,KE-700
KTL,0.971989,34.958599,KE-700
LKG,4.20412,34.348202,KE-700
LOK,3.12197,35.6087,KE-700
LAU,-2.252431,40.912892,KE-300
LOY,2.75,36.716999,KE-400
NDE,3.934045,41.844437,KE-500
RBT,2.344254,37.999996,KE-400
JJM,0.165083,38.195141,KE-400
MYD,-3.229310036,40.10169983,KE-300
MBA,-4.03483,39.5942,KE-300
MRE,-1.406111,35.008057,KE-700
OYL,3.46972,39.101398,KE-400
NYE,-0.364414,36.978485,KE-200
NUU,-0.298067,36.159302,KE-700
NYK,-0.062399,37.041008,KE-200
WIL,-1.321720004,36.81480026,KE-110
UAS,0.534069,37.531991,KE-700
UKA,-4.29333,39.571098,KE-300
WJR,1.73324,40.091599,KE-500
SRX,31.063499,16.594999,LY-SR
GHT,25.14559937,10.14260006,LY-GT
AKF,24.17869949,23.31399918,LY-KF
BEN,32.096802,20.269501,LY-BA
MJI,32.89177,13.287878,LY-TB
LAQ,32.7887,21.9643,LY-JA
SEB,26.992452,14.466162,LY-SB
LMQ,30.378099,19.576401,LY-WA
MRA,32.325001,15.061,LY-MI
NFR,29.2132,21.5924,LY-WA
HUQ,29.1101,15.9656,LY-JU
LTD,30.151699,9.71531,LY-NL
TOB,31.861,23.907,LY-BU
QUB,26.567499,12.8231,LY-WD
ZIS,31.774878,12.25006,LY-JG
